ENGINE_LOAD,ENGINE_COOLANT_TEMP,ENGINE_SPEED,VEHICLE_SPEED,INTAKE_AIR_TEMP,THROTTLE_POSITION,RUN_TIME_SINCE_ENGINE_START
1824.25,0,13,20.392156862745097,31
35.294117647058826,16,1832.0,0,13,20.392156862745097,32
35.294117647058826,17,1839.75,0,13,20.392156862745097,33
35.294117647058826,17,1843.75,0,13,20.392156862745097,34
35.294117647058826,17,1863.25,0,13,20.392156862745097,35
35.294117647058826,17,1863.25,0,13,20.392156862745097,36
35.68627450980392,17,1863.25,0,13,20.392156862745097,37
35.68627450980392,18,1855.5,0,13,20.392156862745097,38
35.68627450980392,18,1859.5,0,13,20.392156862745097,38
35.68627450980392,18,1843.75,0,13,19.215686274509803,39
36.470588235294116,18,1429.75,0,13,19.215686274509803,40
45.490196078431374,19,1097.75,0,13,18.823529411764707,41
49.01960784313725,19,1402.25,4,13,20.392156862745097,42
45.88235294117647,19,1511.75,6,13,21.96078431372549,43
63.13725490196078,19,1910.25,8,13,24.705882352941178,44
63.529411764705884,19,2054.75,10,13,25.49019607843137,45
65.88235294117646,19,2113.25,13,13,25.88235294117647,46
66.66666666666667,19,2097.75,15,13,25.88235294117647,47
67.05882352941177,20,2093.75,16,13,25.88235294117647,47
66.66666666666667,20,2047.0,18,13,23.92156862745098,48
31.372549019607842,20,1445.25,18,13,16.862745098039216,49
29.41176470588235,20,1406.25,17,13,17.254901960784313,50
29.41176470588235,20,1402.25,16,13,17.254901960784313,51
33.72549019607843,21,1386.75,13,13,17.647058823529413,52
34.11764705882353,21,1300.75,7,13,18.03921568627451,53
37.254901960784316,21,1140.75,5,13,17.647058823529413,54
38.03921568627451,21,1187.5,6,13,19.607843137254903,54
56.470588235294116,21,1929.75,8,13,25.098039215686274,55
58.8235294117647,22,2207.0,11,13,24.705882352941178,56
61.17647058823529,22,2250.0,13,13,25.49019607843137,57
63.92156862745098,22,2308.5,16,13,26.274509803921568,58
62.745098039215684,23,2277.25,18,13,25.88235294117647,59
61.96078431372549,23,2265.75,20,13,24.705882352941178,60
33.333333333333336,23,1644.5,20,13,18.823529411764707,61
38.431372549019606,23,1535.25,20,13,19.607843137254903,62
38.8235294117647,23,1566.5,20,13,16.470588235294116,63
29.019607843137255,24,1382.75,20,13,16.470588235294116,63
29.019607843137255,24,1410.25,19,13,21.96078431372549,64
55.294117647058826,24,1957.0,20,13,24.313725490196077,65
58.03921568627451,24,2050.75,20,13,23.92156862745098,66
60.3921568627451,24,2113.25,22,13,25.098039215686274,67
60.0,25,2160.25,23,13,24.705882352941178,68
60.0,25,2156.25,24,13,24.705882352941178,69
60.0,25,2140.75,25,13,24.705882352941178,70
60.0,26,2144.5,26,13,24.705882352941178,71
60.0,26,2132.75,27,13,24.313725490196077,71
31.372549019607842,26,1660.25,27,13,16.470588235294116,72
27.84313725490196,26,1371.0,27,13,17.647058823529413,73
36.07843137254902,26,1593.75,26,13,16.470588235294116,74
28.627450980392158,26,1328.25,25,13,16.470588235294116,75
30.19607843137255,27,1308.5,21,13,16.470588235294116,76
30.980392156862745,27,1304.75,17,13,16.862745098039216,77
30.980392156862745,27,1394.5,16,13,20.784313725490197,78
55.294117647058826,27,1933.5,16,13,25.49019607843137,79
67.05882352941177,28,2086.0,17,13,25.49019607843137,79
66.27450980392157,28,2082.0,18,13,25.88235294117647,80
66.27450980392157,28,2101.5,19,13,25.88235294117647,81
53.333333333333336,29,1828.25,20,13,22.745098039215687,82
46.666666666666664,29,1730.5,20,13,22.745098039215687,83
55.294117647058826,29,1945.25,20,13,23.52941176470588,84
56.86274509803921,29,2035.25,21,13,23.137254901960784,85
49.80392156862745,29,1867.25,21,13,18.431372549019606,86
35.294117647058826,30,1500.0,21,13,20.784313725490197,87
50.19607843137255,30,1816.5,21,13,18.431372549019606,88
33.72549019607843,30,1484.5,21,13,18.03921568627451,88
34.11764705882353,30,1449.25,20,13,16.07843137254902,89
28.627450980392158,30,1343.75,19,13,16.470588235294116,90
30.588235294117645,31,1339.75,16,13,17.254901960784313,91
32.549019607843135,31,1351.5,13,13,16.862745098039216,92
40.78431372549019,31,1664.0,12,13,21.96078431372549,93
56.470588235294116,31,1976.5,13,13,23.52941176470588,94
56.86274509803921,31,2031.25,14,13,23.92156862745098,95
56.470588235294116,32,2050.75,15,13,24.313725490196077,95
57.254901960784316,32,2074.25,17,13,23.92156862745098,96
56.86274509803921,32,2054.75,18,13,23.92156862745098,97
25.88235294117647,32,1511.75,19,13,16.470588235294116,98
29.80392156862745,32,1351.5,17,13,16.862745098039216,99
36.07843137254902,32,1468.75,16,13,23.137254901960784,100
61.568627450980394,33,2097.75,17,13,25.098039215686274,101
61.17647058823529,33,2257.75,18,13,27.058823529411764,102
70.19607843137254,33,2554.75,20,13,27.84313725490196,103
68.62745098039215,33,2586.0,22,13,27.84313725490196,103
68.62745098039215,34,2574.25,24,13,27.45098039215686,104
45.09803921568627,34,2117.25,25,13,16.07843137254902,105
24.705882352941178,34,1332.0,25,13,16.07843137254902,106
26.274509803921568,34,1304.75,24,13,18.03921568627451,107
31.372549019607842,34,1504.0,23,13,15.686274509803921,108
26.274509803921568,34,1304.75,22,13,16.07843137254902,109
26.666666666666668,35,1269.5,20,13,15.686274509803921,110
43.92156862745098,35,1734.5,19,13,22.745098039215687,111
58.8235294117647,35,2050.75,19,13,24.313725490196077,111
58.8235294117647,35,2144.5,20,13,24.313725490196077,112
66.66666666666667,36,2218.75,20,13,26.274509803921568,113
65.88235294117646,36,2238.25,21,13,26.274509803921568,114
56.86274509803921,36,2062.5,21,13,18.03921568627451,115
34.509803921568626,36,1300.75,19,13,17.647058823529413,116
36.07843137254902,36,1371.0,18,13,16.470588235294116,117
32.549019607843135,36,1316.5,14,13,16.862745098039216,118
32.549019607843135,36,1316.5,9,13,16.862745098039216,118
34.11764705882353,37,1074.25,4,13,16.862745098039216,119
45.88235294117647,37,898.5,0,13,16.862745098039216,120
43.13725490196078,37,980.5,0,13,16.862745098039216,121
40.3921568627451,37,1078.25,0,13,16.862745098039216,122
39.6078431372549,37,1062.5,0,13,16.862745098039216,123
40.3921568627451,37,1054.75,0,13,16.862745098039216,124
40.3921568627451,37,1086.0,0,13,16.862745098039216,125
40.0,38,1086.0,0,13,17.254901960784313,126
40.0,38,1070.25,0,13,17.254901960784313,126
40.78431372549019,38,1093.75,0,13,17.254901960784313,127
54.11764705882353,38,1211.0,0,13,25.098039215686274,128
61.96078431372549,38,2062.5,6,13,25.49019607843137,129
63.529411764705884,39,2332.0,10,13,26.274509803921568,130
63.92156862745098,39,2422.0,14,13,26.274509803921568,131
64.70588235294117,39,2441.5,17,13,26.666666666666668,132
65.09803921568627,39,2457.0,19,13,26.274509803921568,133
67.84313725490196,39,2515.75,21,13,27.058823529411764,134
67.45098039215686,39,2547.0,23,13,27.058823529411764,135
67.05882352941177,40,2554.75,25,13,27.058823529411764,135
68.23529411764706,40,2582.0,27,13,27.84313725490196,136
70.58823529411765,40,2687.5,29,13,29.019607843137255,137
74.50980392156863,40,2285.25,31,13,28.627450980392158,138
74.90196078431373,41,2152.25,33,13,28.627450980392158,139
74.50980392156863,41,2136.75,35,13,28.235294117647058,140
32.549019607843135,41,1890.75,35,13,19.215686274509803,141
36.07843137254902,41,1433.5,34,13,15.686274509803921,142
29.41176470588235,42,1336.0,31,13,17.254901960784313,143
32.15686274509804,42,1379.0,25,13,17.254901960784313,144
34.509803921568626,42,1308.5,18,13,17.647058823529413,144
31.764705882352942,42,1308.5,12,13,16.862745098039216,145
36.86274509803921,42,1324.25,7,13,18.03921568627451,146
41.568627450980394,42,1222.75,6,13,20.392156862745097,147
52.549019607843135,42,1718.75,6,13,19.215686274509803,148
61.17647058823529,42,1804.75,7,13,22.745098039215687,149
51.76470588235294,43,1949.25,9,13,22.745098039215687,150
58.431372549019606,43,2117.25,11,13,25.098039215686274,151
61.568627450980394,43,2308.5,13,13,25.49019607843137,152
63.529411764705884,44,2375.0,15,13,27.84313725490196,152
72.15686274509804,44,2691.5,17,13,29.41176470588235,153
76.86274509803921,44,2422.0,20,13,29.019607843137255,154
75.68627450980392,44,2211.0,22,13,29.019607843137255,155
75.29411764705883,44,2218.75,25,13,29.019607843137255,156
75.68627450980392,45,2218.75,27,13,29.019607843137255,157
74.11764705882352,45,2168.0,29,13,28.235294117647058,158
78.0392156862745,45,2172.0,30,13,30.588235294117645,159
78.43137254901961,45,2320.25,32,13,30.19607843137255,159
78.0392156862745,46,2265.75,34,13,30.19607843137255,160
77.6470588235294,46,2269.5,35,13,30.19607843137255,161
78.0392156862745,46,2265.75,37,13,30.19607843137255,162
77.6470588235294,46,2254.0,38,13,30.19607843137255,163
78.0392156862745,47,2250.0,39,13,30.19607843137255,164
78.0392156862745,47,2234.5,40,13,30.19607843137255,165
77.6470588235294,47,2234.5,41,13,30.19607843137255,166
78.0392156862745,47,2218.75,41,13,29.80392156862745,167
78.0392156862745,48,2226.5,41,13,29.80392156862745,168
77.25490196078431,48,2230.5,41,13,29.019607843137255,168
78.0392156862745,48,2183.5,41,13,29.019607843137255,169
72.15686274509804,49,2093.75,41,13,27.45098039215686,170
41.568627450980394,49,2035.25,40,13,15.294117647058822,171
18.823529411764707,49,1808.5,37,13,14.901960784313726,172
17.647058823529413,49,1832.0,35,13,16.862745098039216,173
22.352941176470587,49,1519.5,32,13,16.862745098039216,174
21.56862745098039,50,1343.75,31,13,14.901960784313726,175
21.56862745098039,50,1308.5,29,13,14.901960784313726,176
23.137254901960784,50,1199.25,27,13,14.901960784313726,176
25.098039215686274,50,1218.75,22,13,15.294117647058822,177
25.49019607843137,50,1226.5,17,13,15.686274509803921,178
27.058823529411764,50,1304.75,14,13,15.686274509803921,179
25.88235294117647,50,1422.0,13,13,20.392156862745097,180
45.09803921568627,50,1816.5,13,13,23.52941176470588,181
58.431372549019606,51,2191.5,15,13,25.49019607843137,182
59.6078431372549,51,2320.25,17,13,25.098039215686274,183
58.431372549019606,51,2300.75,19,13,24.705882352941178,183
56.86274509803921,51,2250.0,20,13,24.705882352941178,184
29.80392156862745,51,1742.25,21,13,16.862745098039216,185
29.41176470588235,51,1386.75,21,13,18.823529411764707,186
60.78431372549019,51,2007.75,21,13,25.88235294117647,187
67.05882352941177,51,2507.75,23,13,27.45098039215686,188
72.15686274509804,52,2070.25,25,13,27.45098039215686,189
71.76470588235294,52,2050.75,26,13,27.45098039215686,190
71.37254901960785,52,2066.5,28,13,27.45098039215686,191
70.98039215686275,52,2058.5,30,13,27.45098039215686,192
76.47058823529412,52,2078.25,32,13,29.019607843137255,192
76.86274509803921,52,2078.25,33,13,29.019607843137255,193
69.41176470588235,53,1972.75,35,13,23.52941176470588,194
34.509803921568626,53,1558.5,36,13,14.901960784313726,195
53.72549019607843,53,1746.0,36,13,24.705882352941178,196
50.98039215686274,53,1996.0,37,13,21.96078431372549,197
26.666666666666668,53,1562.5,38,13,16.470588235294116,198
24.313725490196077,54,1234.5,38,13,14.901960784313726,199
25.49019607843137,54,1257.75,36,13,14.901960784313726,200
24.705882352941178,54,1195.25,32,13,14.901960784313726,200
25.88235294117647,54,1250.0,30,13,14.901960784313726,201
23.92156862745098,54,1265.75,28,13,21.176470588235293,202
51.76470588235294,54,1937.5,27,13,24.313725490196077,203
63.92156862745098,54,2390.75,27,13,29.41176470588235,204
72.94117647058823,54,2629.0,29,13,29.019607843137255,205
74.50980392156863,54,2285.25,31,13,28.627450980392158,206
73.33333333333333,54,2218.75,33,13,27.84313725490196,207
72.54901960784314,54,2125.0,33,13,27.84313725490196,208
72.54901960784314,55,2125.0,34,13,27.84313725490196,209
70.98039215686275,55,2109.5,35,13,26.274509803921568,209
43.529411764705884,55,1777.25,35,13,14.901960784313726,210
20.392156862745097,55,1382.75,34,13,14.509803921568627,211
21.96078431372549,55,1183.5,32,13,15.294117647058822,212
27.058823529411764,55,1226.5,27,13,15.686274509803921,213
26.666666666666668,55,1257.75,22,13,15.686274509803921,214
31.764705882352942,55,1246.0,17,13,17.647058823529413,215
35.294117647058826,55,1363.25,13,13,17.647058823529413,216
37.254901960784316,56,1277.25,8,13,18.03921568627451,217
43.13725490196078,56,953.25,3,13,17.647058823529413,217
52.94117647058823,56,972.75,0,13,17.647058823529413,218
49.411764705882355,56,968.75,0,13,17.647058823529413,219
41.1764705882353,56,1031.25,0,13,15.294117647058822,220
34.11764705882353,56,953.25,0,13,15.294117647058822,221
35.68627450980392,56,929.75,0,13,15.294117647058822,222
36.07843137254902,56,918.0,0,13,15.294117647058822,223
36.470588235294116,56,918.0,0,13,15.294117647058822,224
36.07843137254902,56,918.0,0,13,15.294117647058822,225
36.86274509803921,56,922.0,0,13,15.294117647058822,225
36.07843137254902,56,933.5,0,13,15.294117647058822,226
36.470588235294116,56,910.25,0,13,15.294117647058822,227
36.07843137254902,56,929.75,0,13,15.294117647058822,228
36.07843137254902,56,918.0,0,13,15.294117647058822,229
36.470588235294116,56,925.75,0,13,15.294117647058822,230
35.68627450980392,56,922.0,0,13,15.294117647058822,231
36.470588235294116,56,918.0,0,13,15.294117647058822,232
35.68627450980392,56,925.75,0,13,15.294117647058822,233
36.07843137254902,56,925.75,0,13,15.294117647058822,233
35.68627450980392,56,925.75,0,13,15.294117647058822,234
36.470588235294116,56,918.0,0,13,15.294117647058822,235
35.68627450980392,56,922.0,0,13,15.294117647058822,236
40.78431372549019,56,933.5,0,13,17.647058823529413,237
43.529411764705884,56,1007.75,0,13,17.647058823529413,238
43.92156862745098,56,1027.25,0,13,17.647058823529413,239
44.31372549019608,56,1011.75,0,13,17.647058823529413,240
43.529411764705884,56,1019.5,0,13,17.647058823529413,240
43.529411764705884,56,1023.5,0,13,17.254901960784313,241
38.8235294117647,56,1019.5,0,13,15.294117647058822,242
34.11764705882353,56,961.0,0,13,15.294117647058822,243
34.509803921568626,56,945.25,0,13,15.294117647058822,244
35.294117647058826,56,929.75,0,13,15.294117647058822,245
34.90196078431372,56,929.75,0,13,15.294117647058822,246
35.294117647058826,56,925.75,0,13,15.294117647058822,247
35.294117647058826,56,925.75,0,13,15.294117647058822,248
34.90196078431372,56,933.5,0,13,15.294117647058822,249
35.294117647058826,56,925.75,0,13,15.294117647058822,249
34.90196078431372,56,933.5,0,13,15.294117647058822,250
35.294117647058826,56,933.5,0,13,15.294117647058822,251
34.90196078431372,56,933.5,0,13,15.294117647058822,252
35.294117647058826,56,929.75,0,13,15.294117647058822,253
35.294117647058826,56,929.75,0,13,15.294117647058822,254
35.294117647058826,56,925.75,0,13,15.294117647058822,255
35.294117647058826,56,929.75,0,13,15.294117647058822,256
34.90196078431372,56,918.0,0,13,15.294117647058822,257
35.68627450980392,56,925.75,0,13,15.294117647058822,257
41.568627450980394,56,1004.0,0,13,17.647058823529413,258
43.529411764705884,56,1000.0,0,13,17.647058823529413,259
43.92156862745098,56,1031.25,0,14,17.647058823529413,260
43.529411764705884,56,1011.75,0,13,17.647058823529413,261
43.529411764705884,56,1027.25,0,13,17.647058823529413,262
43.529411764705884,56,1019.5,0,14,17.647058823529413,263
36.470588235294116,56,976.5,0,14,15.294117647058822,264
33.72549019607843,56,953.25,0,14,15.294117647058822,265
34.90196078431372,56,945.25,0,14,15.294117647058822,265
34.90196078431372,56,937.5,0,14,15.294117647058822,266
35.294117647058826,56,929.75,0,14,15.294117647058822,267
34.90196078431372,56,933.5,0,14,15.294117647058822,268
34.90196078431372,56,922.0,0,14,15.294117647058822,269
34.90196078431372,56,929.75,0,14,15.294117647058822,270
34.90196078431372,56,929.75,0,14,15.294117647058822,271
35.294117647058826,56,933.5,0,14,15.294117647058822,272
35.294117647058826,56,925.75,0,14,15.294117647058822,273
35.294117647058826,56,922.0,0,14,15.294117647058822,274
34.509803921568626,56,925.75,0,14,15.294117647058822,274
35.294117647058826,56,929.75,0,14,15.294117647058822,275
34.90196078431372,56,1000.0,0,14,15.294117647058822,276
41.96078431372549,56,1168.0,0,14,21.176470588235293,277
49.411764705882355,56,1793.0,4,14,22.352941176470587,278
64.70588235294117,56,2113.25,8,14,23.52941176470588,279
57.64705882352941,56,1988.25,10,14,23.92156862745098,280
60.78431372549019,56,2086.0,12,14,25.098039215686274,281
63.92156862745098,56,2195.25,14,14,26.274509803921568,282
65.09803921568627,56,2293.0,16,14,26.666666666666668,282
60.78431372549019,56,2238.25,18,14,25.098039215686274,283
65.09803921568627,56,2410.25,20,14,26.274509803921568,284
67.45098039215686,56,2129.0,22,14,27.45098039215686,285
71.37254901960785,56,2117.25,25,14,27.45098039215686,286
71.37254901960785,57,2129.0,27,15,27.45098039215686,287
71.37254901960785,57,2125.0,29,15,27.45098039215686,288
70.98039215686275,57,2136.75,31,15,27.45098039215686,289
71.76470588235294,57,2117.25,33,15,19.215686274509803,290
20.0,57,1722.75,33,15,14.509803921568627,290
16.07843137254902,57,1691.5,33,15,18.431372549019606,291
42.35294117647059,57,1429.75,33,15,20.392156862745097,292
53.72549019607843,58,1351.5,34,15,20.784313725490197,293
56.86274509803921,58,1332.0,35,15,21.176470588235293,294
27.84313725490196,58,1363.25,35,15,14.509803921568627,295
20.784313725490197,58,1230.5,35,15,14.509803921568627,296
20.784313725490197,58,1238.25,35,15,14.509803921568627,297
20.392156862745097,58,1226.5,35,15,14.509803921568627,298
20.784313725490197,58,1238.25,35,15,14.509803921568627,298
20.392156862745097,58,1230.5,34,15,14.509803921568627,299
22.745098039215687,58,1230.5,32,15,14.509803921568627,300
21.96078431372549,59,1203.25,29,15,14.509803921568627,301
21.96078431372549,59,1277.25,28,15,19.215686274509803,302
53.333333333333336,59,2004.0,29,15,23.92156862745098,303
54.90196078431372,59,2175.75,30,15,23.92156862745098,304
54.90196078431372,59,2226.5,31,15,24.313725490196077,305
31.372549019607842,59,1668.0,33,15,15.294117647058822,306
20.0,59,1336.0,33,15,14.509803921568627,306
27.84313725490196,59,1379.0,32,15,16.470588235294116,307
29.41176470588235,59,1359.5,32,15,16.470588235294116,308
29.41176470588235,59,1390.75,32,15,16.470588235294116,309
30.980392156862745,59,1347.75,29,15,14.901960784313726,310
24.705882352941178,59,1289.0,23,15,16.862745098039216,311
29.019607843137255,59,1414.0,21,15,14.901960784313726,312
23.137254901960784,59,1269.5,18,15,15.294117647058822,313
24.313725490196077,59,1289.0,15,15,15.294117647058822,314
24.313725490196077,59,1328.25,12,15,15.294117647058822,314
23.137254901960784,59,1343.75,12,15,15.294117647058822,315
22.745098039215687,59,1293.0,12,15,14.901960784313726,316
37.254901960784316,59,1703.25,12,15,21.56862745098039,317
48.23529411764706,59,1937.5,14,15,22.745098039215687,318
52.94117647058823,59,2070.25,16,15,23.92156862745098,319
54.509803921568626,59,2160.25,19,15,23.92156862745098,320
54.11764705882353,59,2156.25,21,15,23.92156862745098,321
54.11764705882353,60,2191.5,23,15,24.313725490196077,322
54.90196078431372,60,2234.5,25,15,23.52941176470588,322
50.19607843137255,60,1644.5,27,15,18.431372549019606,323
22.745098039215687,60,1402.25,27,15,17.647058823529413,324
44.31372549019608,60,1707.0,27,15,21.176470588235293,325
49.80392156862745,60,1933.5,28,15,24.705882352941178,326
64.70588235294117,60,2187.5,29,15,25.49019607843137,327
62.745098039215684,60,2214.75,31,15,25.49019607843137,328
63.13725490196078,60,2218.75,33,15,25.49019607843137,329
62.745098039215684,60,2222.75,34,15,24.705882352941178,330
45.88235294117647,60,1793.0,35,15,20.392156862745097,331
45.88235294117647,61,1625.0,35,15,19.215686274509803,331
36.470588235294116,61,1574.25,36,15,19.215686274509803,332
38.8235294117647,61,1625.0,36,15,19.607843137254903,333
38.8235294117647,61,1625.0,37,15,19.607843137254903,334
38.8235294117647,61,1640.75,37,15,20.0,335
41.568627450980394,61,1699.25,38,15,20.392156862745097,336
41.1764705882353,61,1711.0,39,15,20.392156862745097,337
40.3921568627451,61,1726.5,39,15,20.392156862745097,338
29.41176470588235,61,1625.0,40,15,15.686274509803921,339
23.92156862745098,62,1425.75,40,15,15.686274509803921,339
23.52941176470588,61,1425.75,40,15,15.686274509803921,340
23.52941176470588,62,1422.0,39,15,15.686274509803921,341
21.176470588235293,62,1222.75,39,15,14.901960784313726,342
23.137254901960784,62,1254.0,39,15,14.901960784313726,343
22.352941176470587,62,1281.25,39,15,14.901960784313726,344
21.56862745098039,62,1316.5,38,15,14.901960784313726,345
21.56862745098039,62,1316.5,38,15,14.901960784313726,346
21.56862745098039,62,1312.5,38,15,14.901960784313726,347
21.56862745098039,62,1316.5,38,15,14.901960784313726,348
21.56862745098039,62,1308.5,38,15,14.901960784313726,348
21.56862745098039,62,1304.75,38,15,14.901960784313726,349
21.56862745098039,62,1293.0,38,15,14.901960784313726,350
21.56862745098039,62,1316.5,38,15,14.901960784313726,351
21.56862745098039,62,1293.0,38,15,14.901960784313726,352
23.92156862745098,62,1289.0,34,15,15.294117647058822,353
23.92156862745098,62,1312.5,30,15,15.294117647058822,354
23.92156862745098,62,1343.75,29,15,14.901960784313726,355
21.96078431372549,63,1343.75,28,15,14.901960784313726,355
21.56862745098039,63,1289.0,28,15,14.901960784313726,356
24.705882352941178,63,1289.0,23,15,14.901960784313726,357
25.098039215686274,63,1289.0,17,15,14.901960784313726,358
23.137254901960784,63,1297.0,13,15,15.294117647058822,359
25.098039215686274,63,1082.0,5,15,15.294117647058822,360
38.431372549019606,63,734.5,0,15,15.294117647058822,361
41.568627450980394,63,843.75,0,15,15.294117647058822,362
39.21568627450981,63,879.0,0,15,14.901960784313726,363
36.470588235294116,63,882.75,0,15,14.901960784313726,364
36.07843137254902,63,875.0,0,15,14.901960784313726,364
36.07843137254902,63,882.75,0,15,14.901960784313726,365
35.68627450980392,63,879.0,0,15,14.901960784313726,366
35.68627450980392,63,890.75,0,15,14.901960784313726,367
34.509803921568626,63,906.25,0,15,17.647058823529413,368
45.490196078431374,63,1453.25,0,15,20.784313725490197,369
46.666666666666664,63,1757.75,6,15,21.56862745098039,370
49.80392156862745,64,1961.0,8,15,23.52941176470588,371
58.8235294117647,64,2226.5,11,15,25.49019607843137,372
68.23529411764706,64,2078.25,15,15,26.274509803921568,372
69.41176470588235,64,2015.75,18,15,26.274509803921568,373
69.80392156862744,65,2043.0,21,15,26.666666666666668,374
68.23529411764706,65,2101.5,24,15,26.666666666666668,375
68.62745098039215,65,2101.5,27,15,27.058823529411764,376
69.41176470588235,66,2132.75,29,15,27.058823529411764,377
70.58823529411765,66,2140.75,32,15,27.058823529411764,378
69.80392156862744,66,2140.75,34,15,20.392156862745097,379
17.647058823529413,66,1824.25,34,15,13.72549019607843,380
26.666666666666668,67,1711.0,33,15,18.823529411764707,381
41.568627450980394,67,1363.25,34,15,18.431372549019606,381
41.96078431372549,67,1300.75,34,15,18.431372549019606,382
43.92156862745098,67,1297.0,34,15,19.607843137254903,383
56.470588235294116,67,1414.0,34,15,21.176470588235293,384
53.72549019607843,68,1500.0,35,15,21.176470588235293,385
53.333333333333336,68,1500.0,35,15,21.176470588235293,386
53.72549019607843,68,1492.25,35,15,13.72549019607843,387
17.647058823529413,68,1394.5,34,15,13.72549019607843,388
16.470588235294116,68,1461.0,33,15,13.72549019607843,389
18.431372549019606,68,1422.0,30,15,14.117647058823529,389
18.03921568627451,69,1449.25,25,15,14.117647058823529,390
16.862745098039216,69,1504.0,20,15,14.117647058823529,391
17.254901960784313,69,1500.0,16,15,14.509803921568627,392
20.0,69,1359.5,12,15,14.901960784313726,393
22.745098039215687,69,1117.25,7,15,14.901960784313726,394
37.64705882352941,69,718.75,0,15,14.901960784313726,395
43.529411764705884,69,797.0,0,15,14.509803921568627,396
39.6078431372549,69,765.75,0,15,14.509803921568627,397
38.03921568627451,69,828.25,0,15,14.117647058823529,397
34.509803921568626,69,800.75,0,15,14.117647058823529,398
34.90196078431372,69,808.5,0,15,14.117647058823529,399
34.509803921568626,69,804.75,0,15,14.117647058823529,400
34.90196078431372,69,797.0,0,15,14.117647058823529,401
34.509803921568626,69,800.75,0,15,14.117647058823529,402
34.90196078431372,69,793.0,0,15,14.117647058823529,403
34.90196078431372,69,804.75,0,15,14.117647058823529,404
34.509803921568626,69,793.0,0,15,14.117647058823529,405
34.90196078431372,69,804.75,0,15,14.117647058823529,405
34.90196078431372,69,793.0,0,15,14.117647058823529,406
34.90196078431372,69,789.0,0,16,14.117647058823529,407
34.90196078431372,69,789.0,0,15,14.117647058823529,408
34.509803921568626,69,793.0,0,15,14.117647058823529,409
34.90196078431372,69,797.0,0,16,14.117647058823529,410
34.90196078431372,69,789.0,0,15,14.117647058823529,411
34.509803921568626,69,800.75,0,15,14.117647058823529,412
34.509803921568626,69,785.25,0,15,14.117647058823529,413
34.90196078431372,69,800.75,0,16,14.117647058823529,414
34.90196078431372,69,797.0,0,16,14.117647058823529,414
35.294117647058826,69,797.0,0,16,14.117647058823529,415
34.509803921568626,69,793.0,0,16,14.117647058823529,416
34.90196078431372,69,789.0,0,16,14.117647058823529,417
34.509803921568626,69,793.0,0,16,14.117647058823529,418
34.90196078431372,69,797.0,0,16,14.117647058823529,419
34.11764705882353,69,804.75,0,16,14.117647058823529,420
34.509803921568626,69,793.0,0,16,14.117647058823529,421
34.90196078431372,69,785.25,0,16,14.117647058823529,421
34.509803921568626,69,789.0,0,16,14.117647058823529,422
34.90196078431372,69,793.0,0,16,14.117647058823529,423
34.90196078431372,70,785.25,0,16,14.117647058823529,424
34.509803921568626,70,769.5,0,16,14.117647058823529,425
34.509803921568626,70,785.25,0,16,14.117647058823529,426
34.11764705882353,70,828.25,0,16,14.117647058823529,427
46.27450980392157,70,1043.0,0,16,20.392156862745097,428
45.490196078431374,70,1718.75,4,16,21.176470588235293,429
45.09803921568627,70,1800.75,7,16,22.352941176470587,430
58.03921568627451,70,2214.75,10,16,24.313725490196077,430
60.78431372549019,71,1980.5,13,16,24.313725490196077,431
63.92156862745098,71,1754.0,16,16,22.352941176470587,432
24.313725490196077,71,1472.75,17,16,14.901960784313726,433
20.784313725490197,71,1230.5,16,16,16.470588235294116,434
27.84313725490196,71,1476.5,16,16,14.901960784313726,435
21.56862745098039,71,1230.5,15,16,14.509803921568627,436
